reference_check_id,check_id,check_type,validation_scope,source_table_family,source_row_level,source_row_type,target_table_family,target_row_level,target_row_type,compared_key,demand_number,major_head_code,sub_major_head_code,minor_head_code,sub_head_code,detailed_head_code,financial_column_position,financial_column_label,source_amount,target_amount,diff,abs_diff,accuracy_pct,passed,failed,metric_name,metric_value,threshold,na_reason,source_file,target_file
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_2202_80,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_2202_80,17,2202,80,,,,4,Budget_2020_21,14763.09,14763.09,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_2203_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_2203_00,17,2203,00,,,,1,Accounts_2018_19,92007.82,104969.50,-12961.68,12961.68,87.65,0,1,abs_diff,12961.68,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_2203_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_2203_00,17,2203,00,,,,2,Budget_2019_20,104969.50,104969.50,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_2203_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_2203_00,17,2203,00,,,,3,Revised_2019_20,104969.50,125009.86,-20040.36,20040.36,83.97,0,1,abs_diff,20040.36,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_2203_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_2203_00,17,2203,00,,,,4,Budget_2020_21,125009.86,0,125009.86,125009.86,,0,1,abs_diff,125009.86,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_2204_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_2204_00,17,2204,00,,,,1,Accounts_2018_19,4493.31,5705.86,-1212.55,1212.55,78.75,0,1,abs_diff,1212.55,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_2204_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_2204_00,17,2204,00,,,,2,Budget_2019_20,5705.86,5705.86,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_2204_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_2204_00,17,2204,00,,,,3,Revised_2019_20,5705.86,5783.05,-77.19,77.19,98.67,0,1,abs_diff,77.19,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_2204_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_2204_00,17,2204,00,,,,4,Budget_2020_21,5783.05,0,5783.05,5783.05,,0,1,abs_diff,5783.05,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_4202_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_4202_01,17,4202,01,,,,1,Accounts_2018_19,89070.25,89070.25,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_4202_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_4202_01,17,4202,01,,,,2,Budget_2019_20,98060.60,98060.60,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_4202_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_4202_01,17,4202,01,,,,3,Revised_2019_20,123266.24,123266.24,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_4202_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_4202_01,17,4202,01,,,,4,Budget_2020_21,121986,121986,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_4202_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_4202_02,17,4202,02,,,,1,Accounts_2018_19,21102.91,42205.82,-21102.91,21102.91,50,0,1,abs_diff,21102.91,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_4202_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_4202_02,17,4202,02,,,,2,Budget_2019_20,12000,24000,-12000,12000,50,0,1,abs_diff,12000,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_4202_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_4202_02,17,4202,02,,,,3,Revised_2019_20,12000,24000,-12000,12000,50,0,1,abs_diff,12000,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.17_4202_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,17_4202_02,17,4202,02,,,,4,Budget_2020_21,14749,29498,-14749,14749,50,0,1,abs_diff,14749,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_01,22,2210,01,,,,1,Accounts_2018_19,132421.65,132421.65,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_01,22,2210,01,,,,2,Budget_2019_20,174480.20,174480.20,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_01,22,2210,01,,,,3,Revised_2019_20,181402.56,181402.56,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_01,22,2210,01,,,,4,Budget_2020_21,237489.28,237489.28,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_02,22,2210,02,,,,1,Accounts_2018_19,1954.93,1954.93,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_02,22,2210,02,,,,2,Budget_2019_20,2737.60,2737.60,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_02,22,2210,02,,,,3,Revised_2019_20,2506.88,2506.88,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_02,22,2210,02,,,,4,Budget_2020_21,15518.40,15518.40,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_03,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_03,22,2210,03,,,,1,Accounts_2018_19,200504.18,200504.18,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_03,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_03,22,2210,03,,,,2,Budget_2019_20,162242,162242,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_03,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_03,22,2210,03,,,,3,Revised_2019_20,253813.24,253813.24,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_03,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_03,22,2210,03,,,,4,Budget_2020_21,188530.67,188530.67,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_05,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_05,22,2210,05,,,,1,Accounts_2018_19,242661.64,242661.64,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_05,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_05,22,2210,05,,,,2,Budget_2019_20,266948.50,266948.50,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_05,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_05,22,2210,05,,,,3,Revised_2019_20,276273.51,276273.51,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_05,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_05,22,2210,05,,,,4,Budget_2020_21,285712.99,285712.99,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_06,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_06,22,2210,06,,,,1,Accounts_2018_19,59676.77,59676.77,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_06,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_06,22,2210,06,,,,2,Budget_2019_20,98613.01,98613.01,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_06,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_06,22,2210,06,,,,3,Revised_2019_20,150819.38,150819.38,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_06,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_06,22,2210,06,,,,4,Budget_2020_21,102511.36,102511.36,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_80,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_80,22,2210,80,,,,1,Accounts_2018_19,217775.04,217775.04,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_80,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_80,22,2210,80,,,,2,Budget_2019_20,277909.58,277909.58,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_80,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_80,22,2210,80,,,,3,Revised_2019_20,277320.79,277320.79,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_2210_80,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_2210_80,22,2210,80,,,,4,Budget_2020_21,313979.31,313979.31,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_01,22,4210,01,,,,1,Accounts_2018_19,21309.07,21309.07,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_01,22,4210,01,,,,2,Budget_2019_20,39191,39191,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_01,22,4210,01,,,,3,Revised_2019_20,57791,57791,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_01,22,4210,01,,,,4,Budget_2020_21,68002.01,68002.01,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_03,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_03,22,4210,03,,,,1,Accounts_2018_19,72310.59,72310.59,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_03,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_03,22,4210,03,,,,2,Budget_2019_20,51450,51450,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_03,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_03,22,4210,03,,,,3,Revised_2019_20,108654.66,108654.66,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_03,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_03,22,4210,03,,,,4,Budget_2020_21,58450,58450,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_04,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_04,22,4210,04,,,,1,Accounts_2018_19,116326.20,116326.20,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_04,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_04,22,4210,04,,,,2,Budget_2019_20,17079,17079,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_04,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_04,22,4210,04,,,,3,Revised_2019_20,18249,18249,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_04,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_04,22,4210,04,,,,4,Budget_2020_21,21250,21250,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_80,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_80,22,4210,80,,,,1,Accounts_2018_19,-1.49,-2.98,1.49,1.49,50,0,1,abs_diff,1.49,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_80,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_80,22,4210,80,,,,2,Budget_2019_20,131.58,263.16,-131.58,131.58,50,0,1,abs_diff,131.58,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_80,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_80,22,4210,80,,,,3,Revised_2019_20,131.58,263.16,-131.58,131.58,50,0,1,abs_diff,131.58,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.22_4210_80,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,22_4210_80,22,4210,80,,,,4,Budget_2020_21,1855.04,3710.08,-1855.04,1855.04,50,0,1,abs_diff,1855.04,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_2250_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_2250_00,25,2250,00,,,,1,Accounts_2018_19,1259.03,1259.03,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_2250_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_2250_00,25,2250,00,,,,2,Budget_2019_20,1200,1200,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_2250_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_2250_00,25,2250,00,,,,3,Revised_2019_20,1200,1200,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_2250_00,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_2250_00,25,2250,00,,,,4,Budget_2020_21,1200,1200,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_3454_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_3454_02,25,3454,02,,,,1,Accounts_2018_19,123.83,123.83,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_3454_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_3454_02,25,3454,02,,,,2,Budget_2019_20,201.60,201.60,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_3454_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_3454_02,25,3454,02,,,,3,Revised_2019_20,201.60,201.60,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_3454_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_3454_02,25,3454,02,,,,4,Budget_2020_21,166.46,166.46,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_4202_04,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_4202_04,25,4202,04,,,,1,Accounts_2018_19,4445,4445,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_4202_04,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_4202_04,25,4202,04,,,,2,Budget_2019_20,3200,3200,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_4202_04,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_4202_04,25,4202,04,,,,3,Revised_2019_20,4200,4200,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_2.in_schema.minor_head.sub_major.25_4202_04,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,25_4202_04,25,4202,04,,,,4,Budget_2020_21,3200,3200,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_3.in_schema.minor_head.sub_major.01_2406_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,01_2406_02,01,2406,02,,,,1,Accounts_2018_19,3375.90,6751.80,-3375.90,3375.90,50,0,1,abs_diff,3375.90,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_3.in_schema.minor_head.sub_major.01_2406_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,01_2406_02,01,2406,02,,,,2,Budget_2019_20,3394,6788,-3394,3394,50,0,1,abs_diff,3394,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_3.in_schema.minor_head.sub_major.01_2406_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,01_2406_02,01,2406,02,,,,3,Revised_2019_20,3497.86,6995.72,-3497.86,3497.86,50,0,1,abs_diff,3497.86,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_3.in_schema.minor_head.sub_major.01_2406_02,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,01_2406_02,01,2406,02,,,,4,Budget_2020_21,2500,5000,-2500,2500,50,0,1,abs_diff,2500,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
KA.2022-23.expvol_3.in_schema.minor_head.sub_major.01_2408_01,W04,minor_data_to_sub_major_total_within_minor_head,in_schema,minor_head,Minor-Head,Data,minor_head,Sub-Major-Head,Total,01_2408_01,01,2408,01,,,,1,Accounts_2018_19,0,0,0,0,100,1,0,abs_diff,0,0.01,,final_minor_head_summary.csv,final_minor_head_summary.csv
